EmployeeID,GivenName,MiddleInitial,Surname,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition
507,Kyle,M,Golden,38,Travel_Frequently,Sales,9,4,Medical,Male,2,Research Scientist,Married,26950,3,14,1,8,4,2,2,2,3,3,3,1,3,0
508,Ronnie,S,Garza,50,Travel_Rarely,Research & Development,5,4,Life Sciences,Male,1,Sales Executive,Married,118780,2,13,1,29,2,8,7,7,2,3,2,3,3,0
509,John,L,Garrison,37,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Laboratory Technician,Single,170680,3,23,0,8,6,4,0,1,4,2,2,3,4,0
510,Gerald,M,Porter,40,Travel_Rarely,Human Resources,2,3,Medical,Male,5,Sales Executive,Married,24550,1,15,1,8,2,7,7,5,3,1,2,3,3,0
511,Tim,R,Smith,26,Travel_Frequently,Research & Development,3,3,Medical,Male,2,Laboratory Technician,Divorced,139640,1,11,2,5,1,5,1,3,1,3,3,2,3,0
512,Lucille,W,Goodyear,46,Travel_Rarely,Research & Development,2,1,Medical,Female,3,Research Scientist,Divorced,49410,9,13,2,23,2,2,2,2,4,4,3,2,3,0
513,Loretta,D,Cohen,54,Travel_Rarely,Research & Development,5,3,Medical,Female,2,Manufacturing Director,Married,24780,6,11,0,13,0,9,7,0,3,3,3,3,3,0
514,Kathleen,H,Davis,56,Travel_Frequently,Research & Development,1,2,Life Sciences,Female,2,Manufacturing Director,Married,52280,2,11,0,18,4,5,0,3,1,3,3,3,3,0
515,Helen,T,Whalen,36,Travel_Rarely,Research & Development,4,2,Life Sciences,Female,2,Human Resources,Single,44780,0,18,1,15,3,14,7,8,4,4,2,3,3,0
516,Sharon,L,Burlingame,55,Non-Travel,Research & Development,2,3,Medical,Female,2,Manager,Single,75470,7,16,0,31,2,9,6,2,3,1,4,2,3,0
517,John,L,Patterson,43,Travel_Rarely,Sales,25,2,Life Sciences,Male,3,Research Scientist,Divorced,50550,5,22,0,18,2,1,0,0,3,4,3,2,4,0
518,Joseph,T,Dillon,20,Travel_Frequently,Sales,8,3,Marketing,Male,3,Sales Executive,Single,34640,1,20,0,2,3,2,0,2,4,4,3,2,4,1
519,Frank,M,Williams,21,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Manager,Single,57750,1,18,0,1,2,1,1,0,3,1,2,3,3,1
520,Elizabeth,J,Harlow,46,Travel_Rarely,Sales,12,3,Marketing,Female,3,Healthcare Representative,Divorced,89430,8,12,1,19,6,16,1,7,4,1,3,3,3,0
521,Aimee,T,Collins,51,Travel_Rarely,Sales,23,3,Medical,Female,2,Research Scientist,Married,192720,9,20,0,18,2,10,2,7,1,3,4,3,4,1
522,Hillary,C,Hines,28,Non-Travel,Research & Development,19,4,Life Sciences,Female,4,Laboratory Technician,Single,52380,1,17,1,10,4,10,1,9,2,1,2,2,3,1
523,Shirley,A,Childs,26,Travel_Rarely,Research & Development,5,4,Medical,Female,2,Sales Executive,Married,46820,1,11,1,6,3,5,1,3,1,1,3,1,3,0
524,Mary,M,Dickson,30,Travel_Rarely,Research & Development,8,3,Medical,Female,1,Sales Executive,Married,183000,0,14,0,7,6,6,0,2,3,1,2,3,3,0
525,Kim,J,Forbush,41,Travel_Rarely,Sales,1,4,Life Sciences,Female,1,Research Director,Married,52570,1,14,0,10,2,10,0,8,2,3,3,4,3,0
526,James,T,Vazquez,38,Travel_Rarely,Research & Development,5,3,Technical Degree,Male,1,Sales Executive,Married,63490,0,11,0,20,3,19,1,9,3,3,2,3,3,0
527,Daniel,S,Lambert,40,Travel_Rarely,Sales,1,4,Marketing,Male,1,Sales Executive,Married,48690,4,12,0,14,2,11,11,1,1,4,3,3,3,0
528,Ruth,R,Swafford,27,Non-Travel,Sales,11,3,Technical Degree,Female,2,Laboratory Technician,Married,99850,1,14,1,3,3,3,1,2,1,3,3,2,3,0
529,Ronnie,V,Dooley,55,Travel_Frequently,Research & Development,23,5,Life Sciences,Male,3,Laboratory Technician,Married,36970,3,13,1,23,1,3,1,2,4,2,3,3,3,0
530,Charles,L,Deming,28,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,2,Healthcare Representative,Single,74570,3,11,2,10,1,8,1,7,3,3,4,4,3,0
531,Brooke,C,Wilkins,44,Travel_Rarely,Research & Development,18,4,Life Sciences,Female,2,Sales Executive,Married,21190,9,15,0,24,3,20,3,6,2,1,3,3,3,1
532,Teresa,M,Terry,33,Travel_Rarely,Sales,23,4,Marketing,Female,4,Sales Executive,Divorced,39830,4,12,0,9,3,3,1,2,4,4,3,3,3,0
533,Raymond,D,Vela,35,Travel_Rarely,Sales,7,4,Life Sciences,Male,3,Sales Representative,Single,61180,0,21,1,9,3,8,4,7,4,1,3,2,4,1
534,Gertrude,A,Muldowney,33,Travel_Frequently,Research & Development,1,2,Life Sciences,Female,1,Sales Executive,Single,62140,1,19,2,14,3,13,3,8,1,3,3,3,3,1
535,Billy,A,Coe,28,Travel_Rarely,Human Resources,1,1,Human Resources,Male,2,Research Scientist,Divorced,63470,1,15,1,4,2,4,2,2,1,3,2,3,3,0
536,Terry,I,Hall,34,Travel_Frequently,Sales,29,4,Marketing,Male,1,Research Scientist,Single,115100,0,14,1,7,5,6,0,4,1,4,2,3,3,0
537,James,D,Cary,37,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,4,Sales Executive,Divorced,71430,2,21,0,8,6,1,0,0,4,4,3,2,4,0
538,Carol,G,Okelley,25,Travel_Rarely,Human Resources,25,4,Human Resources,Female,2,Research Scientist,Married,82680,1,12,0,7,3,7,5,6,4,4,4,2,3,1
539,Leroy,P,Essary,26,Travel_Rarely,Sales,8,2,Marketing,Male,2,Sales Executive,Divorced,80950,1,15,0,1,3,1,0,0,1,3,2,4,3,1
540,Brian,R,Escobar,33,Travel_Rarely,Research & Development,8,2,Life Sciences,Male,4,Manufacturing Director,Single,29040,4,13,0,5,2,2,2,2,1,2,3,3,3,1
541,Barry,P,Breen,42,Travel_Rarely,Research & Development,11,1,Life Sciences,Male,4,Research Scientist,Married,60320,0,14,0,23,2,22,13,7,4,1,3,2,3,0
542,Bobby,K,Stefanski,28,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,2,Manager,Divorced,29760,1,14,0,1,3,1,0,0,1,2,3,3,3,1
543,Juan,W,Patton,50,Travel_Frequently,Research & Development,1,4,Medical,Male,2,Research Scientist,Single,159920,3,14,0,5,3,0,0,0,4,3,3,3,3,1
544,Alene,A,Shaffer,33,Travel_Frequently,Sales,9,3,Medical,Female,2,Research Scientist,Married,46490,0,12,0,4,2,3,0,2,4,2,3,2,3,0
545,Deborah,D,Gill,34,Non-Travel,Sales,1,1,Marketing,Female,2,Research Director,Married,26960,3,23,0,6,3,0,0,0,3,4,3,3,4,0
546,Ernest,S,Miller,48,Non-Travel,Sales,2,1,Life Sciences,Male,2,Sales Executive,Single,23700,2,11,0,27,3,5,2,1,1,4,2,3,3,0
547,Billie,J,Welsh,45,Non-Travel,Research & Development,1,3,Medical,Female,2,Human Resources,Married,125040,1,12,1,15,2,15,4,12,2,3,3,3,3,0
548,Louis,G,Covarrubias,52,Travel_Rarely,Sales,1,3,Life Sciences,Male,1,Sales Executive,Single,59740,7,18,1,18,6,8,4,0,2,2,3,3,3,0
549,Michael,B,Post,38,Travel_Rarely,Research & Development,6,2,Medical,Male,1,Research Scientist,Divorced,47360,0,11,1,9,3,8,2,7,3,3,3,2,3,0
550,Carol,F,Pugh,29,Travel_Rarely,Research & Development,8,3,Medical,Female,4,Research Scientist,Divorced,52960,4,14,0,11,3,7,1,7,3,4,3,4,3,0
551,Susan,J,Worrell,28,Travel_Rarely,Human Resources,1,3,Human Resources,Female,4,Laboratory Technician,Divorced,67810,0,15,1,10,2,9,1,7,4,2,2,3,3,0
552,Don,E,Wilder,46,Travel_Rarely,Research & Development,6,4,Medical,Male,3,Sales Executive,Married,21740,3,11,1,23,3,12,4,9,1,3,3,3,3,0
553,Robert,J,Corbett,38,Travel_Rarely,Research & Development,7,4,Medical,Male,1,Sales Executive,Single,66530,7,20,1,10,2,1,0,0,4,2,3,3,4,0
554,Alycia,B,Tyler,43,Travel_Frequently,Research & Development,5,3,Medical,Female,2,Laboratory Technician,Married,96990,8,19,1,18,3,8,0,1,3,1,3,3,3,0
555,Chester,S,McLaughlin,39,Travel_Frequently,Sales,1,3,Marketing,Male,2,Healthcare Representative,Divorced,67550,7,14,1,21,2,18,11,5,1,4,3,3,3,1
556,Myron,L,Shields,40,Travel_Rarely,Research & Development,1,1,Life Sciences,Male,1,Healthcare Representative,Single,22130,1,17,0,21,4,20,4,9,3,3,4,3,3,0
557,Daryl,D,Wimmer,21,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,1,Research Scientist,Single,26100,1,11,1,2,3,2,2,2,4,2,4,2,3,0
558,William,L,Lien,39,Non-Travel,Research & Development,6,3,Life Sciences,Male,1,Laboratory Technician,Single,28510,9,15,0,9,2,5,0,3,3,2,2,3,3,0
559,Samuel,A,Schmidt,36,Non-Travel,Research & Development,1,3,Medical,Male,3,Sales Representative,Single,34520,2,13,3,18,4,11,0,9,1,4,3,4,3,0
560,Douglas,A,Brandt,31,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,1,Sales Executive,Married,52580,0,14,3,3,5,2,2,2,3,4,3,3,3,0
561,Richard,W,White,28,Travel_Rarely,Sales,2,4,Marketing,Male,1,Sales Executive,Married,93550,0,11,0,6,4,5,0,4,1,2,1,3,3,0
562,Tammy,E,Fry,35,Travel_Frequently,Research & Development,9,2,Other,Female,1,Manufacturing Director,Divorced,104960,1,13,1,5,2,5,0,2,4,4,3,3,3,0
563,Cristin,O,Frisbie,49,Travel_Rarely,Sales,2,2,Medical,Female,1,Sales Executive,Married,63800,6,23,1,22,1,9,2,3,4,2,3,2,4,0
564,David,S,Santos,34,Travel_Frequently,Sales,9,1,Technical Degree,Male,2,Sales Executive,Single,26570,2,13,1,5,3,3,0,2,4,3,2,2,3,0
565,Antonio,M,Cline,29,Travel_Frequently,Research & Development,1,4,Medical,Male,3,Research Scientist,Divorced,27160,0,18,0,8,2,7,1,1,4,2,2,1,3,0
566,Amy,R,Vaughn,42,Travel_Rarely,Sales,21,2,Life Sciences,Female,1,Healthcare Representative,Single,22010,4,12,1,16,3,1,0,0,2,4,3,4,3,0
567,Maria,S,Wilkens,29,Travel_Rarely,Sales,4,2,Other,Female,2,Healthcare Representative,Married,65400,1,22,0,10,2,10,1,2,2,4,2,1,4,0
568,Andrea,J,Dawes,38,Travel_Rarely,Research & Development,1,3,Medical,Female,1,Human Resources,Married,38160,1,13,2,7,2,7,5,0,3,3,4,2,3,0
569,William,L,Nelson,28,Travel_Frequently,Sales,6,4,Life Sciences,Male,1,Manager,Divorced,52530,1,15,0,3,2,3,0,2,3,3,3,3,3,0
570,John,R,Diehl,18,Non-Travel,Research & Development,2,4,Medical,Male,3,Laboratory Technician,Single,109650,1,18,0,0,5,0,0,0,3,3,3,4,3,1
571,Scott,E,Marks,33,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Sales Executive,Single,49360,0,14,0,6,2,5,0,3,1,1,3,2,3,1
572,Gerald,R,Heier,41,Travel_Rarely,Research & Development,4,2,Medical,Male,2,Research Scientist,Married,25430,3,12,0,6,3,1,0,0,2,4,3,3,3,0
573,Julie,W,Wilbanks,31,Travel_Frequently,Sales,10,3,Technical Degree,Female,1,Research Director,Married,53040,1,17,0,2,3,2,2,2,3,3,2,4,3,1
574,Eddie,S,Sherman,37,Travel_Rarely,Research & Development,23,3,Life Sciences,Male,3,Manufacturing Director,Divorced,166590,7,16,1,,2,6,1,3,3,4,3,3,3,0
575,Sandra,D,McCall,27,Travel_Rarely,Research & Development,6,2,Medical,Female,1,Healthcare Representative,Married,42600,1,11,2,4,2,4,2,2,4,3,3,3,3,0
576,Barbara,D,Wilson,34,Travel_Rarely,Sales,1,1,Marketing,Female,2,Laboratory Technician,Married,24760,1,19,0,6,2,6,1,3,2,3,2,3,3,0
577,Sana,S,Wynter,35,Travel_Rarely,Research & Development,6,3,Life Sciences,Female,3,Laboratory Technician,Single,31020,1,13,1,6,3,5,1,4,3,3,1,2,3,0
578,Leon,P,Quinones,29,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Sales Executive,Married,22440,1,12,3,11,5,11,3,10,4,1,1,1,3,1
579,Eugene,K,Chandler,40,Travel_Frequently,Research & Development,2,4,Medical,Male,4,Human Resources,Single,75960,9,11,0,20,0,18,2,13,2,3,2,1,3,0
580,George,L,Bauder,42,Travel_Frequently,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Single,22850,0,16,0,22,3,21,13,14,3,1,2,1,3,1
581,Timothy,E,Torres,42,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,4,Laboratory Technician,Single,30340,7,21,1,9,3,6,1,5,2,1,4,2,4,0
582,Neil,T,Tremblay,35,Travel_Rarely,Research & Development,5,3,Medical,Male,1,Healthcare Representative,Married,57150,6,24,2,10,0,8,1,7,4,3,3,3,4,0
583,Margaret,J,Hughes,24,Travel_Rarely,Sales,7,4,Life Sciences,Female,1,Laboratory Technician,Single,25760,8,17,3,6,3,4,1,2,4,2,3,3,3,0
584,Luther,I,Ivy,28,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Sales Executive,Married,41970,1,13,0,1,3,1,0,0,3,4,2,1,3,1
585,Eric,M,Williamson,26,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,Sales Representative,Married,143360,1,21,1,8,3,8,0,7,1,4,3,3,4,0
586,Linda,P,Wright,30,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,1,Manufacturing Director,Married,34480,1,11,0,10,3,10,1,4,3,,3,3,3,0
587,Francis,D,Conway,40,Travel_Frequently,Research & Development,26,4,Life Sciences,Male,2,Research Scientist,Married,194060,3,20,3,16,2,1,0,0,3,4,1,3,4,0
588,Prince,P,Miller,35,Travel_Rarely,Research & Development,18,5,Medical,Female,2,Research Scientist,Divorced,65380,2,16,1,15,3,7,6,4,3,2,4,3,3,0
589,Ralph,C,Harris,34,Travel_Frequently,Research & Development,6,2,Life Sciences,Male,1,Research Director,Single,43060,0,11,0,14,2,13,4,9,4,1,3,3,3,0
590,Rebekah,A,Peoples,35,Travel_Frequently,Research & Development,3,3,Medical,Female,2,Laboratory Technician,Married,22580,1,11,1,2,2,2,2,2,4,4,4,3,3,0
591,Mindy,J,Freeman,43,Travel_Rarely,Sales,5,3,Marketing,Female,3,Research Scientist,Single,45220,8,15,1,7,3,4,1,3,1,3,2,3,3,1
592,Alice,B,Harris,32,Non-Travel,Research & Development,11,2,Other,Female,2,Research Scientist,Divorced,44870,1,11,0,1,5,1,0,0,3,1,3,2,3,0
593,Bobby,M,McGriff,56,Travel_Rarely,Research & Development,3,2,Other,Male,2,Healthcare Representative,Divorced,44490,4,15,0,28,3,5,4,2,4,1,3,1,3,0
594,Jeffrey,B,Ketchum,29,Travel_Rarely,Research & Development,26,1,Life Sciences,Male,1,Laboratory Technician,Married,22180,1,24,1,10,1,10,0,8,2,4,3,3,4,0
595,Richard,R,Clayton,19,Travel_Rarely,Research & Development,23,4,Life Sciences,Male,2,Laboratory Technician,Single,191970,1,12,0,1,2,1,0,0,3,1,3,3,3,0
596,Holly,A,Johnson,45,Travel_Rarely,Research & Development,22,3,Life Sciences,Female,2,Sales Representative,Married,132120,4,13,0,7,4,3,0,2,1,3,2,3,3,0
597,Scott,O,McMullen,37,Travel_Rarely,Research & Development,14,4,Life Sciences,Male,3,Research Scientist,Married,65770,1,13,0,14,1,14,3,11,4,4,2,1,3,0
598,Bruce,B,White,20,Travel_Rarely,Research & Development,6,3,Medical,Male,5,Research Director,Single,83920,1,17,0,2,5,2,1,2,1,3,2,3,3,0
599,Frank,M,Billings,44,Travel_Rarely,Human Resources,6,2,Human Resources,Male,3,Sales Executive,Single,45580,1,13,1,6,2,6,0,2,3,3,3,1,3,1
600,Brian,M,Macdonald,53,Travel_Rarely,Research & Development,6,4,Life Sciences,Male,1,Research Director,Divorced,40310,3,12,1,26,3,7,4,7,4,3,3,2,3,0
601,Timothy,D,Holbrook,29,Travel_Rarely,Research & Development,23,3,Medical,Male,1,Sales Executive,Married,79690,0,14,0,6,3,5,1,3,2,4,2,3,3,0
602,Cory,M,Long,22,Travel_Frequently,Research & Development,22,4,Medical,Male,1,Sales Representative,Married,26540,0,24,0,1,5,0,0,0,3,4,3,2,4,1
603,James,M,Garcia,46,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Research Scientist,Married,165550,8,14,2,28,4,26,15,9,3,1,3,3,3,0
604,William,E,Crystal,44,Non-Travel,Research & Development,20,3,Life Sciences,Male,1,Sales Representative,Single,45560,2,13,0,6,4,0,0,0,4,3,3,3,3,0
605,Bernice,R,Napier,33,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,1,Manager,Married,60910,1,15,0,5,6,5,1,4,2,3,3,1,3,0
606,Christopher,T,Shine,41,Non-Travel,Research & Development,12,3,Life Sciences,Male,2,Sales Representative,Divorced,195660,6,16,0,5,2,1,0,0,1,1,1,4,3,1
607,Richard,T,Wright,30,Travel_Rarely,Sales,20,3,Marketing,Male,3,Sales Executive,Divorced,48100,8,18,0,8,3,4,0,3,3,1,3,2,3,0
608,Adam,L,Neil,40,Travel_Frequently,Sales,9,3,Medical,Male,1,Manufacturing Director,Married,45230,5,16,1,5,5,0,0,0,2,2,3,4,3,0
609,Edie,D,McLane,50,Travel_Frequently,Research & Development,25,4,Life Sciences,Female,2,Healthcare Representative,Married,32020,2,24,1,32,2,2,2,2,4,1,,3,4,0
610,James,R,Young,28,Travel_Rarely,Research & Development,6,3,Technical Degree,Male,2,Research Scientist,Married,23510,1,16,0,6,4,6,3,3,4,1,3,3,3,0
611,Parker,B,Canale,46,Travel_Rarely,Research & Development,8,4,Other,Male,3,Manager,Married,17020,5,21,0,25,2,4,0,3,4,2,3,3,4,0
612,George,F,Crane,35,Travel_Rarely,Sales,4,4,Marketing,Male,1,Laboratory Technician,Married,180410,3,20,1,15,3,7,1,7,3,1,3,2,4,0
613,Miguel,T,Robin,24,Travel_Rarely,Human Resources,28,4,Human Resources,Male,3,Manufacturing Director,Married,28860,1,19,1,1,5,1,0,0,4,2,1,3,3,1
614,Judy,T,Williams,33,Travel_Frequently,Research & Development,9,2,Medical,Female,1,Sales Executive,Married,20970,1,14,2,10,5,10,0,1,2,3,2,2,3,0
615,Jonathan,B,Lee,36,Travel_Rarely,Research & Development,9,2,Medical,Male,2,Sales Executive,Divorced,119350,1,11,3,7,6,7,1,7,3,3,3,4,3,0
616,Robert,J,Smith,30,Travel_Rarely,Sales,29,3,Marketing,Male,1,Sales Executive,Divorced,25460,1,14,1,10,2,10,8,9,3,3,2,3,3,0
617,Clarence,F,Gayle,44,Travel_Rarely,Research & Development,3,4,Medical,Male,2,Research Scientist,Single,25640,1,12,3,20,3,20,13,17,4,4,3,1,3,0
618,Samuel,M,Knight,20,Travel_Rarely,Research & Development,18,4,Medical,Male,1,Human Resources,Single,84120,1,13,0,2,2,2,2,2,3,4,3,2,3,0
619,Dorothy,P,Peterson,46,Travel_Rarely,Sales,9,1,Medical,Female,1,Sales Executive,Divorced,141180,2,22,0,12,3,6,1,4,4,4,2,3,4,0
620,David,G,Marbury,42,Non-Travel,Research & Development,5,4,Medical,Male,5,Sales Executive,Married,170460,7,11,0,10,3,4,0,3,4,1,4,2,3,0
621,John,E,Pitts,60,Travel_Rarely,Sales,2,2,Life Sciences,Male,2,Sales Executive,Divorced,25640,0,14,1,12,3,11,1,9,2,4,3,3,3,0
622,Debbie,W,Perales,32,Travel_Frequently,Sales,10,3,Life Sciences,Female,1,Sales Executive,Married,102660,1,11,0,2,3,2,2,2,3,2,3,3,3,0
623,Dana,A,Garland,32,Travel_Frequently,Research & Development,9,3,Life Sciences,Female,2,Research Scientist,Single,50700,4,12,1,10,6,8,0,7,4,3,3,3,3,0
624,Christopher,U,Long,36,Travel_Rarely,Sales,3,2,Marketing,Male,4,Healthcare Representative,Divorced,178610,2,18,0,17,2,7,7,7,3,1,3,2,3,0
625,Edward,D,Yarbrough,33,Travel_Rarely,Sales,26,2,Marketing,Male,1,Research Scientist,Married,42300,0,12,0,15,0,14,4,10,1,4,3,3,3,0
626,Denice,P,Obrien,40,Travel_Rarely,Research & Development,1,3,Medical,Female,2,Research Scientist,Divorced,37800,7,12,0,7,2,5,1,3,2,2,4,1,3,0
627,Lesley,D,Timms,25,Travel_Rarely,Research & Development,6,2,Medical,Female,1,Laboratory Technician,Single,27680,0,22,1,5,0,4,1,1,3,4,3,3,4,0
628,Cecilia,R,Andersen,30,Travel_Rarely,Sales,9,3,Marketing,Female,1,Research Scientist,Married,90710,0,19,1,12,2,11,5,7,4,2,3,2,3,0
629,Charles,C,Sumner,42,Travel_Frequently,Human Resources,8,2,Medical,Male,1,Sales Executive,Married,106480,3,13,1,20,1,1,0,0,1,1,3,3,3,0
630,William,B,Davila,35,Non-Travel,Research & Development,1,1,Life Sciences,Male,2,Sales Executive,Married,136100,4,22,2,16,4,13,4,12,3,4,2,2,4,0
631,Jeffrey,B,Cooper,27,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,3,Manufacturing Director,Married,34080,1,24,0,9,2,9,6,8,1,1,2,3,4,0
632,Marc,M,Evans,54,Travel_Frequently,Research & Development,9,2,Medical,Male,2,Sales Representative,Divorced,29830,7,14,1,33,2,5,1,4,4,3,1,2,3,0
633,Darren,C,Johnson,44,Travel_Rarely,Human Resources,4,4,Life Sciences,Male,5,Laboratory Technician,Married,76320,1,21,0,10,3,10,7,7,1,4,3,3,4,0
634,Leroy,R,Wix,19,Non-Travel,Sales,2,2,Other,Male,3,Healthcare Representative,Single,98240,1,18,0,1,2,1,0,0,1,2,4,3,3,1
635,John,A,Carranza,29,Travel_Rarely,Research & Development,19,4,Life Sciences,Male,1,Manufacturing Director,Divorced,99500,1,20,0,3,3,3,1,2,1,4,3,3,4,0
636,Douglas,G,Milton,54,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,2,Sales Executive,Married,20930,3,19,0,36,2,10,0,9,4,4,3,3,3,0
637,Rogelio,S,Carlson,31,Travel_Rarely,Research & Development,21,3,Life Sciences,Male,2,Laboratory Technician,Married,99800,1,12,0,6,1,6,0,1,3,1,2,3,3,0
638,Summer,T,Mone,31,Travel_Rarely,Sales,24,1,Marketing,Female,1,Sales Executive,Single,38940,1,12,0,10,3,10,1,8,3,1,3,4,3,0
639,Robert,L,Arden,59,Travel_Rarely,Research & Development,3,4,Technical Degree,Male,1,Research Scientist,Single,40510,5,16,3,13,3,6,0,5,3,4,3,3,3,0
640,Donald,M,Powell,43,Travel_Rarely,Research & Development,11,2,Life Sciences,Male,3,Laboratory Technician,Married,168350,3,17,1,25,3,8,0,7,3,4,3,3,3,0
641,Gilbert,S,Orth,49,Travel_Rarely,Sales,14,4,Life Sciences,Male,2,Research Scientist,Married,62300,2,14,0,23,2,1,0,0,1,3,4,2,3,0
642,Renata,H,Gandy,36,Travel_Frequently,Sales,5,2,Marketing,Female,1,Laboratory Technician,Married,47170,1,19,1,12,3,11,0,7,3,2,2,3,3,0
643,Emma,C,Sanchez,48,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,2,Laboratory Technician,Single,132370,5,13,1,7,2,1,0,0,4,2,2,4,3,0
644,Neal,A,Plummer,27,Travel_Rarely,Research & Development,6,4,Life Sciences,Male,2,Laboratory Technician,Divorced,37550,1,19,0,5,2,5,0,3,1,3,3,3,3,0
645,Keenan,M,Thompson,29,Travel_Rarely,Sales,17,4,Medical,Male,1,Laboratory Technician,Divorced,65820,1,19,1,6,3,6,1,0,3,4,3,3,3,0
646,Tad,K,Dingess,48,Travel_Rarely,Sales,1,1,Marketing,Male,2,Manufacturing Director,Single,74060,6,14,2,25,2,1,0,0,4,4,4,3,3,0
647,Mary,T,Diamond,29,Travel_Rarely,Research & Development,3,3,Technical Degree,Female,2,Healthcare Representative,Divorced,48050,0,16,1,9,2,7,1,7,4,4,2,3,3,0
648,Frances,J,Chambers,34,Travel_Rarely,Sales,9,4,Medical,Female,2,Laboratory Technician,Married,27410,0,15,1,2,3,1,0,0,3,3,2,3,3,0
649,Jennifer,T,Charlton,44,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,1,Laboratory Technician,Married,42620,7,18,0,26,2,22,3,10,2,2,3,3,3,0
650,Darlene,N,Roy,33,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,2,Research Scientist,Divorced,161840,0,13,1,10,2,9,0,8,4,3,3,4,3,0
651,Thomas,Y,Baker,19,Travel_Rarely,Sales,2,4,Marketing,Male,3,Laboratory Technician,Single,115570,1,22,0,1,0,1,0,1,2,4,3,3,4,0
652,Stephen,L,Williams,23,Travel_Rarely,Sales,2,3,Medical,Male,3,Laboratory Technician,Married,18780,1,13,1,1,2,1,0,1,4,3,3,3,3,0
653,Peter,M,Duncan,25,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,1,Manufacturing Director,Single,109320,1,11,1,1,3,1,1,0,3,4,3,3,3,1
654,Andrew,A,Jones,26,Travel_Rarely,Human Resources,9,3,Life Sciences,Male,2,Research Scientist,Single,68110,1,11,1,8,4,8,2,2,3,4,2,3,3,0
655,Charles,S,Reid,45,Travel_Rarely,Human Resources,12,3,Human Resources,Male,2,Laboratory Technician,Single,43060,2,11,2,26,3,24,1,11,1,2,3,3,3,1
656,Mardell,V,Jones,55,Non-Travel,Research & Development,27,3,Life Sciences,Female,2,Manager,Divorced,48590,1,24,1,34,3,33,15,0,4,2,3,4,4,0
657,Cynthia,J,Bingham,21,Travel_Frequently,Research & Development,20,2,Medical,Female,4,Research Scientist,Single,53370,1,14,1,2,2,2,2,2,1,3,1,3,3,1
658,Freddie,C,Towne,46,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Manufacturing Director,Married,23400,2,13,1,26,2,11,0,8,4,2,3,1,3,0
659,Matthew,D,Reece,34,Travel_Rarely,Sales,13,4,Medical,Male,3,Sales Representative,Single,74910,0,14,1,4,3,3,0,2,3,1,3,2,3,0
660,Chung,N,Granville,51,Travel_Frequently,Research & Development,14,3,Life Sciences,Male,2,Research Director,Divorced,105270,4,14,0,31,3,29,11,10,4,2,2,3,3,0
661,John,B,McLaughlin,59,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,2,Research Scientist,Single,165950,6,21,1,25,2,9,5,4,4,4,2,3,4,0
662,Cheryl,R,Anderson,34,Travel_Frequently,Sales,14,4,Medical,Female,3,Research Scientist,Divorced,88340,4,13,1,15,1,11,5,10,3,2,4,3,3,0
663,Vivian,L,Taylor,28,Travel_Frequently,Research & Development,2,3,Other,Female,1,Manager,Single,55770,0,19,0,5,3,4,0,2,4,3,2,3,3,0
664,Jack,P,Anderson,44,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,2,Research Scientist,Divorced,47070,1,17,0,26,4,25,14,13,3,1,2,1,3,0
665,Enrique,H,Garrett,34,Travel_Frequently,Sales,1,3,Life Sciences,Male,2,Sales Executive,Married,24000,4,18,1,14,3,10,1,8,3,2,4,3,3,0
666,Justin,S,Innis,35,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,4,Healthcare Representative,Married,98240,0,19,0,4,2,3,2,2,3,3,3,3,3,0
